,carat,cut,color,clarity,depth,table,x,y,z,price
3413,2.01,Ideal,H,SI1,62.8,54,8.03,8.08,5.05,18186
3414,1.5,Very Good,F,VS2,63.9,57,7.16,7.23,4.6,13037
3415,0.3,Good,H,VVS2,63.1,60,4.24,4.28,2.69,605
3416,0.3,Ideal,G,VVS2,60.6,57,4.33,4.35,2.63,684
3417,1.06,Ideal,G,SI1,62,57,6.54,6.5,4.04,5342
3418,1.31,Ideal,G,VS1,61.6,57,6.99,7.04,4.32,12008
3419,0.54,Ideal,F,VS2,64.2,54,5.19,5.12,3.31,1837
3420,0.28,Very Good,E,VVS2,60,56,4.26,4.28,2.56,642
3421,2,Good,I,SI2,64.2,52,7.91,7.88,5.07,11400
3422,0.36,Premium,D,SI1,61.4,58,4.59,4.56,2.81,851
3423,0.4,Ideal,F,SI2,62,57,4.7,4.72,2.92,597
3424,0.35,Premium,F,VS2,61.4,59,4.53,4.56,2.79,706
3425,0.63,Ideal,F,VVS2,61.9,57,5.47,5.51,3.4,2835
3426,0.32,Ideal,E,VS2,62,57,4.41,4.39,2.73,900
3427,0.9,Very Good,H,VS1,61.8,56,6.16,6.18,3.81,4136
3428,1.51,Premium,D,SI1,62.5,60,7.27,7.23,4.54,11760
3429,1.06,Ideal,E,SI2,62.2,55,6.51,6.54,4.06,5223
3430,0.37,Ideal,J,SI1,61.4,57,4.62,4.66,2.85,469
3431,0.26,Very Good,E,VVS2,59.9,58,4.15,4.23,2.51,554
3432,1,Good,G,VS1,62.4,62,6.33,6.37,3.96,6177
3433,1.09,Ideal,F,VS2,60.9,54,6.73,6.66,4.08,7520
3434,0.57,Very Good,D,VS2,60.4,57,5.35,5.38,3.24,1651
3435,0.37,Ideal,F,VS2,60.6,56,4.63,4.64,2.81,746
3436,0.91,Very Good,F,SI1,62.3,60,6.08,6.15,3.81,4049
3437,0.38,Very Good,D,VVS2,60,62,4.7,4.73,2.83,1200
3438,1.1,Premium,F,SI1,59.5,59,6.77,6.7,4.01,5821
3439,0.3,Ideal,G,VS2,60.8,57,4.33,4.38,2.65,491
3440,0.23,Very Good,E,VVS1,61.3,60,3.95,4.01,2.44,530
3441,1.24,Premium,F,SI1,62.6,59,6.86,6.76,4.26,6125
3442,0.3,Very Good,G,VS2,62.2,60,4.24,4.25,2.64,526
3443,0.52,Ideal,F,VVS2,61.5,55,5.17,5.21,3.19,2092
3444,1.1,Very Good,H,SI1,62.9,57,6.54,6.59,4.13,5521
3445,0.3,Ideal,E,VS2,61.5,55,4.4,4.32,2.68,844
3446,0.31,Ideal,E,VVS2,61.6,55,4.37,4.4,2.7,791
3447,0.24,Ideal,F,VS2,62.2,57,3.96,4.01,2.48,419
3448,0.73,Fair,I,VVS2,64.4,59,5.65,5.62,3.63,2351
3449,0.35,Ideal,F,VS2,61.5,57,4.56,4.52,2.79,906
3450,1.2,Very Good,G,VS1,60.2,60,6.91,7,4.19,8442
3451,1.01,Very Good,D,IF,61.6,56,6.43,6.46,3.97,16087
3452,1.42,Very Good,I,VS1,,65,7.28,7.2,4.35,6894
3453,1.01,Very Good,E,SI1,60,60,6.45,6.49,3.88,5556
3454,0.23,Ideal,F,VS2,61.8,55,3.93,3.96,2.43,493
3455,0.9,Very Good,F,SI1,62.7,59,6.12,6.16,3.85,4119
3456,1.01,Ideal,I,SI2,62.8,57,6.36,6.41,4.01,4244
3457,1.2,Very Good,G,VVS1,60.9,59,6.87,6.79,4.16,9139
3458,0.68,Very Good,E,SI1,58.2,60,5.75,5.79,3.36,1918
3459,0.27,Good,E,VS1,57.5,63,4.24,4.28,2.45,377
3460,1.62,Good,J,SI2,64.2,62,7.41,7.33,4.73,6223
3461,1.07,Premium,H,SI1,62.9,61,6.47,6.41,4.05,4440
3462,2,Premium,H,SI2,60.7,60,8.11,8.07,4.91,15451
3463,0.37,Premium,E,VS2,61,59,4.65,4.6,2.82,888
3464,0.32,Premium,E,VVS2,61.1,58,4.42,4.45,2.71,842
3465,0.34,Premium,D,SI1,62.7,59,4.42,4.45,2.78,626
3466,0.55,Ideal,F,VS2,61.4,57,5.26,5.3,3.24,2026
3467,0.41,Very Good,F,IF,63.3,56,4.69,4.75,2.99,1255
3468,0.24,Ideal,E,VVS1,60.9,56,4.01,4.04,2.45,752
3469,1.16,Ideal,E,SI1,61.9,57,6.72,6.76,4.17,6896
3470,0.71,Ideal,H,VS1,61.9,56,5.7,5.74,3.54,2909
3471,0.91,Ideal,I,VS2,61.6,56,6.17,6.25,3.83,4199
3472,0.91,Very Good,J,VS2,61.6,59,6.13,6.25,3.81,3290
3473,0.74,Premium,G,SI2,62.7,60,5.78,5.73,3.61,2238
3474,1.13,Ideal,H,I1,61.1,56,6.71,6.77,4.12,3603
3475,1.52,Ideal,I,VS2,62.1,59,7.3,7.35,4.55,9465
3476,1,Good,H,SI2,59,61,6.42,6.46,3.8,3991
3477,0.7,Ideal,I,VS2,61.2,55,5.75,5.77,3.53,2249
3478,0.31,Ideal,F,VVS1,60.7,56,4.4,4.37,2.66,878
3479,0.5,Good,E,SI1,64.6,54,4.95,5.05,3.23,1232
3480,2.03,Very Good,J,SI2,60.9,60,8.1,8.21,4.97,11968
3481,0.3,Ideal,H,VS1,61.6,57,4.33,4.3,2.66,675
3482,0.73,Good,E,VS1,60.8,61,5.77,5.8,3.52,3471
3483,0.6,Very Good,F,SI1,62.1,57.4,5.39,5.45,3.35,1715
3484,2,Premium,F,SI2,,62,8.19,7.84,4.86,11198
3485,1.05,Ideal,F,VVS2,61.5,57,6.51,6.57,4.02,9138
3486,1.01,Ideal,G,IF,62.2,61,6.34,6.4,3.96,8957
3487,0.32,Ideal,I,VS1,62.3,56,4.37,4.4,2.73,471
3488,1.5,Premium,E,VS2,59.5,58,7.53,7.46,4.46,14386
3489,0.9,Ideal,F,VS2,62.6,56,6.16,6.23,3.88,4801
3490,1.08,Premium,I,VS1,62.5,57,6.54,6.51,4.08,4877
3491,0.9,Premium,E,SI1,60.7,61,6.19,6.17,3.75,3625
3492,0.77,Very Good,J,SI2,61.3,58,5.84,5.91,3.6,2001
3493,2.02,Premium,J,SI2,62.1,60,7.98,8.09,4.99,11165
3494,1.21,Premium,G,SI2,60.3,58,6.96,6.9,4.18,5529
3495,1,Good,H,SI2,63.9,55,6.25,6.33,4.02,3878
3496,0.64,Very Good,H,SI2,64.2,58,5.43,5.48,3.5,1292
3497,0.41,Ideal,G,VVS2,61.3,56,4.79,4.77,2.93,1076
3498,1.7,Very Good,G,VS1,63.5,56,7.64,7.53,4.82,15102
3499,0.82,Good,G,SI2,63.8,60,5.89,5.84,3.74,2512
3500,0.54,Premium,E,VS2,59.2,58,5.32,5.35,3.16,1754
3501,0.31,Ideal,G,VVS1,61.6,56,4.35,4.39,2.69,816
3502,0.5,Ideal,G,SI2,,57,5.1,5.13,3.14,1107
3503,0.42,Ideal,I,VS1,62,55,4.85,4.83,3,992
3504,0.42,Ideal,F,VVS2,61.6,56,4.83,4.85,2.98,1142
3505,0.71,Very Good,G,VS2,63.1,56,5.58,5.77,3.58,2462
3506,0.75,Good,E,VS1,63.1,55,5.8,5.83,3.67,3231
3507,0.74,Ideal,G,VS2,62.3,55,5.8,5.83,3.62,2877
3508,0.5,Very Good,F,SI1,61.4,57,5.08,5.12,3.13,1295
3509,1.2,Ideal,I,SI1,62.6,58,6.74,6.71,4.21,5376
3510,1.2,Very Good,I,SI1,62.2,55,6.75,6.92,4.25,5408
3511,0.3,Ideal,E,VS2,62.6,54,4.28,4.31,2.69,658
3512,2.29,Premium,H,SI2,62.5,58,8.43,8.37,5.25,17666
3513,0.21,Premium,D,VS2,58.3,59,3.96,3.93,2.3,386
3514,0.43,Premium,G,IF,61,58,4.82,4.88,2.96,1433
3515,0.76,Ideal,H,SI1,61.7,56,5.87,5.84,3.61,2338
3516,0.9,Premium,I,SI1,62.1,59,6.19,6.15,3.83,3121
3517,0.34,Good,G,SI1,63.9,58,4.43,4.4,2.82,650
3518,0.33,Ideal,E,VVS1,61.2,56,4.45,4.51,2.74,984
3519,0.9,Very Good,E,VS2,61.1,63,6.2,6.17,3.78,4062
3520,1.01,Premium,H,VS2,60.7,61,6.47,6.39,3.9,4921
3521,0.56,Ideal,D,VS2,61.5,57,5.28,5.33,3.26,1963
3522,0.7,Ideal,E,VS2,62.2,55,5.64,5.67,3.52,3172
3523,0.32,Ideal,F,VVS1,61.5,56,4.41,4.43,2.72,912
3524,0.33,Ideal,E,VVS1,61.7,56,4.46,4.42,2.74,1052
3525,1.04,Premium,D,SI2,60.9,57,6.54,6.49,3.97,4123
3526,1,Premium,F,I1,58.9,60,6.6,6.55,3.87,2841
3527,0.3,Good,H,SI1,63.4,58,4.26,4.29,2.71,421
3528,1.31,Ideal,H,SI2,62.3,56,7,6.97,4.35,6225
3529,0.31,Premium,G,VVS1,62.2,59,4.3,4.32,2.68,816
3530,1.51,Premium,F,VS2,62,60,7.23,7.35,4.52,14165
3531,1.51,Premium,I,SI1,61.8,60,7.23,7.3,4.49,7989
3532,0.66,Ideal,I,SI1,61.2,57,5.6,5.64,3.44,1712
3533,0.41,Very Good,G,VS1,61.7,57,4.75,4.78,2.94,899
3534,1.51,Ideal,G,SI2,62.4,56,7.29,7.25,4.54,9234
3535,1.51,Premium,H,VS2,60.7,58,7.45,7.4,4.51,10685
3536,0.7,Very Good,J,SI1,61.7,57,5.65,5.69,3.5,1979
3537,0.33,Ideal,G,VVS1,61.7,54,4.47,4.48,2.76,868
3538,1.2,Good,J,VS2,63.7,58,6.61,6.68,4.23,4466
3539,0.3,Ideal,G,IF,62.1,55,4.32,4.34,2.69,863
3540,1.01,Very Good,F,SI2,63.5,56,6.38,6.35,4.04,3897
3541,0.9,Very Good,E,I1,62.4,63,6.13,6.01,3.79,2245
3542,0.32,Premium,J,VS1,61.9,58,4.39,4.33,2.7,540
3543,0.38,Premium,F,VS1,60.2,58,4.73,4.71,2.84,1117
3544,0.42,Premium,E,SI1,61.6,59,4.85,4.83,2.98,992
3545,0.25,Very Good,F,VVS2,62.2,57,4.01,4.04,2.5,633
3546,0.8,Ideal,F,VS1,62.4,55,5.92,5.88,3.68,3884
3547,0.32,Ideal,E,VS2,61.7,56,4.44,4.41,2.73,900
3548,0.55,Ideal,I,SI1,61.2,55,5.28,5.33,3.25,1320
3549,0.31,Ideal,E,VS2,61.6,56,4.37,4.4,2.7,680
3550,0.5,Premium,D,VS2,61.4,59,5.11,5.15,3.15,1752
3551,1.02,Premium,D,SI2,59.5,62,6.56,6.52,3.89,4912
3552,0.62,Premium,F,SI1,61.3,60,5.48,5.45,3.35,1633
3553,1.85,Very Good,H,I1,63.3,56,7.8,7.75,4.92,5688
3554,0.4,Ideal,G,VS2,62.3,57,4.71,4.7,2.93,1035
3555,0.53,Ideal,E,VS1,60.9,57,5.19,5.25,3.18,1700
3556,0.51,Premium,E,SI2,59.5,60,5.25,5.17,3.1,1294
3557,1.01,Premium,H,SI2,61.5,60,6.4,6.34,3.92,4242
3558,0.53,Very Good,G,VS1,,57,5.22,5.26,3.2,1648
3559,1.1,Premium,G,VS2,62.8,58,6.6,6.58,4.14,6387
3560,0.58,Ideal,E,VS1,60.8,57,5.41,5.42,3.29,2241
3561,1.51,Premium,E,VS2,62.2,59,7.4,7.36,4.59,14844
3562,0.45,Ideal,H,SI1,61.3,55,4.96,4.99,3.05,790
3563,1.67,Very Good,J,SI1,62.3,59,7.59,7.63,4.74,7911
3564,0.3,Premium,F,VVS2,61,59,4.33,4.3,2.63,945
3565,0.67,Very Good,E,SI2,63.1,58,5.62,5.53,3.53,1244
3566,0.52,Ideal,G,SI2,61.1,56,5.19,5.22,3.18,1100
3567,0.31,Ideal,E,IF,61.9,55,4.38,4.41,2.72,1046
3568,1.01,Very Good,E,VVS2,63.4,57,6.45,6.33,4.05,8797
3569,1.61,Ideal,G,SI1,61.2,55,7.62,7.57,4.65,11294
3570,1.02,Premium,G,SI2,62.5,58,6.42,6.34,3.99,3656
3571,0.4,Ideal,E,SI1,63,57,4.68,4.65,2.94,882
3572,1.3,Good,J,SI1,64,58,6.91,6.84,4.4,5242
3573,0.45,Premium,I,SI1,62.2,58,4.89,4.86,3.03,941
3574,0.3,Good,I,SI1,64.1,57,4.25,4.3,2.74,391
3575,0.41,Premium,E,SI2,61.3,57,4.83,4.79,2.95,876
3576,0.4,Ideal,G,IF,62.3,55,4.74,4.76,2.96,1229
3577,1.08,Ideal,G,VS2,62.5,56,6.57,6.54,4.1,6530
3578,0.58,Ideal,F,SI1,60.9,55,5.39,5.41,3.29,1569
3579,0.72,Good,F,SI2,63.8,59,5.64,5.58,3.58,1609
3580,0.31,Ideal,F,VS2,62.6,57,4.33,4.27,2.69,802
3581,1.51,Ideal,F,VS2,62.4,53,7.37,7.32,4.58,15688
3582,2.23,Very Good,J,SI2,60.5,61,8.4,8.47,5.1,12655
3583,0.9,Premium,D,SI1,62.8,59,6.18,6.14,3.87,4612
3584,1.1,Ideal,I,SI2,61.7,56,6.65,6.6,4.09,3216
3585,0.31,Ideal,F,VVS2,61.6,55,4.35,4.38,2.69,917
3586,1.03,Good,H,SI2,63.8,63,6.36,6.3,4.04,5768
3587,1.02,Premium,D,I1,61.4,60,6.42,6.47,3.96,3769
3588,0.38,Ideal,I,SI1,61.9,54,4.64,4.67,2.88,593
3589,0.5,Fair,G,VS1,65.7,63,4.97,4.87,3.23,1257
3590,0.72,Premium,J,SI2,60.3,58,5.81,5.73,3.48,1667
3591,0.3,Premium,D,SI1,62.2,61,4.28,4.24,2.65,709
3592,0.6,Ideal,D,VS2,61.4,53,5.45,5.5,3.36,2473
3593,0.32,Premium,G,VS2,61.1,58,4.45,4.42,2.71,720
3594,0.54,Ideal,E,VVS2,61.1,57,5.27,5.24,3.21,2375
3595,1.31,Premium,H,VS2,59.8,58,7.19,7.09,4.27,7732
3596,0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,2907
3597,1.19,Good,I,SI1,63.7,57.2,6.69,6.73,4.28,5236
3598,0.37,Ideal,F,VS1,61.7,56,4.61,4.63,2.85,811
3599,0.3,Ideal,G,VS1,61.5,57,4.34,4.31,2.66,776
3600,0.75,Fair,J,VS2,59.1,66,5.99,5.82,3.49,1944
3601,0.36,Premium,E,VVS1,62.4,56,4.57,4.53,2.84,1035
3602,0.37,Ideal,F,VS2,61.4,56,4.63,4.59,2.83,957
3603,0.35,Ideal,D,SI1,62.3,57,4.5,4.52,2.81,644
3604,1.5,Good,I,SI1,63.8,56,7.26,7.15,4.59,6224
3605,1.29,Ideal,G,VS2,61.3,57,6.99,7.07,4.31,9243
3606,0.42,Ideal,G,VS2,61.8,56,4.81,4.84,2.98,847
3607,1.2,Ideal,G,VS2,62.6,57,6.74,6.81,4.24,7413
3608,0.52,Ideal,D,VS2,62.6,55,5.12,5.14,3.21,1822
3609,1.27,Ideal,J,VS2,61.8,54,6.95,6.98,4.31,5285
3610,2,Very Good,I,SI1,63.6,57,7.9,7.99,5.05,14057
3611,1.06,Premium,H,VS2,60.8,59,6.55,6.58,3.99,5205
3612,1.02,Ideal,G,SI1,62.1,55,6.46,6.49,4.02,5426
3613,1.12,Ideal,G,VS1,61.1,56,6.7,6.73,4.1,8080
3614,0.31,Ideal,G,IF,62.1,54,4.38,4.41,2.73,891
3615,0.4,Premium,G,VVS1,61.5,58,4.69,4.74,2.9,1123
3616,1.06,Premium,G,VS2,60.9,57,6.65,6.61,4.04,6582
3617,0.9,Fair,D,SI1,64.5,61,6.05,6.01,3.89,3689
3618,0.74,Very Good,G,VVS1,63.2,56,5.74,5.72,3.62,3328
3619,0.31,Ideal,D,SI1,62.3,54,4.37,4.33,2.71,732
3620,0.32,Ideal,E,VS2,62.2,56,4.41,4.37,2.73,900
3621,0.64,Ideal,F,VS2,62.5,56,5.55,5.53,3.46,2074
3622,0.31,Ideal,D,VVS2,60.9,57,4.42,4.38,2.68,997
3623,0.42,Ideal,F,VVS2,61.3,57,4.8,4.82,2.95,1142
3624,1.21,Ideal,H,SI1,62.9,57,6.78,6.74,4.25,4249
3625,0.31,Ideal,D,VS2,62.6,56,4.33,4.36,2.72,734
3626,2.17,Premium,H,SI1,62.3,58,8.29,8.25,5.15,13248
3627,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
3628,1.24,Premium,J,VS2,62,58,6.87,6.91,4.27,5128
3629,0.3,Premium,G,VVS1,61.8,59,4.28,4.33,2.66,789
3630,0.43,Ideal,F,VS2,61.4,54,4.9,4.93,3.02,848
3631,1.7,Premium,I,VS2,60.7,59,7.63,7.7,4.65,11519
3632,2.3,Good,I,SI2,63.8,55,8.4,8.35,5.34,12944
3633,1.21,Premium,I,SI2,62.3,59,6.82,6.77,4.23,4686
3634,0.44,Ideal,F,VVS2,60.9,55,4.96,4.92,3.01,1253
3635,0.31,Premium,F,VS2,61.7,58,4.38,4.34,2.69,802
3636,1.73,Very Good,I,SI1,61.2,60,7.65,7.67,4.69,10761
3637,1.01,Good,G,VS1,64,60,6.29,6.33,4.04,6509
3638,1.02,Premium,D,SI2,59.3,60,6.56,6.52,3.88,4583
3639,0.52,Ideal,H,VS1,61.7,55,5.21,5.17,3.2,1790
3640,0.4,Ideal,E,VS2,62.4,56,4.74,4.71,2.95,975
3641,1.02,Very Good,H,SI2,58.3,61,6.57,6.63,3.85,4004
3642,0.3,Premium,D,VS2,60.4,59,4.32,4.35,2.62,710
3643,0.71,Very Good,E,SI1,61.7,61,5.74,5.76,3.55,2606
3644,0.41,Good,J,VS2,64.3,55,4.7,4.66,3.01,784
3645,0.7,Ideal,G,SI1,60.9,57,5.79,5.77,3.52,2415
3646,1.07,Premium,G,I1,62.3,60,6.55,6.51,4.07,3547
3647,0.7,Ideal,H,VVS1,61.7,54,5.72,5.76,3.54,2618
3648,0.4,Ideal,F,VS2,62.6,56,4.71,4.72,2.95,790
3649,0.5,Premium,F,SI2,62.3,59,5.1,5.04,3.16,1016
3650,0.3,Ideal,G,VVS2,61.4,57,4.29,4.31,2.64,665
3651,1,Very Good,F,VS2,62.7,58,6.38,6.41,4.01,6319
3652,0.33,Ideal,E,VS1,59.6,56,4.49,4.54,2.69,781
3653,0.7,Very Good,G,VVS2,60.2,61,5.66,5.74,3.43,3052
3654,0.63,Premium,E,SI2,58.9,59,5.64,5.6,3.31,1169
3655,1.01,Very Good,F,VS2,63.6,59,6.3,6.34,4.02,6714
3656,0.77,Very Good,F,SI1,59.6,60,5.95,5.97,3.55,3044
3657,0.39,Premium,G,VS2,60.4,61,4.73,4.71,2.85,942
3658,0.79,Ideal,E,VS2,62.2,55,5.9,5.97,3.69,3827
3659,0.5,Very Good,G,SI1,,52,5.1,5.15,3.2,1153
3660,1.12,Ideal,F,VVS1,61,56,6.71,6.74,4.1,11403
3661,1.52,Premium,H,VS1,58.4,59,7.55,7.52,4.4,11853
3662,0.3,Premium,D,VS2,60.7,60,4.33,4.37,2.64,710
3663,0.34,Very Good,H,VS2,61.9,56,4.46,4.49,2.77,537
3664,0.54,Ideal,H,VS1,61.3,55.9,5.23,5.27,3.21,1633
3665,1.05,Premium,D,SI2,60.4,57,6.6,6.55,3.97,5057
3666,1.31,Ideal,F,SI1,61.6,55,7.04,7.09,4.35,9331
3667,0.6,Ideal,I,SI2,62.2,54,5.4,5.44,3.37,1125
3668,0.43,Very Good,F,VS2,61.6,59,4.78,4.87,2.97,905
3669,0.52,Ideal,D,VS2,62.1,57,5.13,5.17,3.2,1774
3670,1.01,Ideal,E,SI1,61.6,57,6.44,6.49,3.98,5206
3671,1.05,Ideal,H,SI2,61.8,58,6.52,6.55,4.04,4604
3672,1.27,Premium,E,SI1,60.9,59,7.03,6.97,4.26,7980
3673,2.52,Fair,H,SI2,65.4,59,8.49,8.42,5.53,13846
3674,0.77,Ideal,D,VS2,61.8,56,5.84,5.9,3.63,3721
3675,0.57,Ideal,I,IF,61,55,5.38,5.41,3.29,1779
3676,1.5,Fair,I,I1,71.3,58,6.85,6.81,4.87,4368
3677,0.71,Fair,H,SI1,65.1,56,5.63,5.55,3.64,2112
3678,0.73,Ideal,G,SI1,62.1,56,5.74,5.79,3.58,2654
3679,0.3,Ideal,G,VS1,62,54,4.3,4.35,2.68,605
3680,1.07,Premium,H,SI2,61.2,60,6.57,6.53,4.01,4494
3681,1.21,Premium,H,SI2,60.6,56,6.92,6.84,4.17,5140
3682,0.77,Good,F,VS1,59.3,56,5.98,6.03,3.56,3393
3683,0.31,Ideal,D,VS2,61.8,56,4.36,4.32,2.68,942
3684,1.14,Ideal,G,IF,61.1,57,6.7,6.76,4.11,10313
3685,0.33,Ideal,G,VS1,61.9,55,4.41,4.44,2.74,666
3686,0.28,Very Good,H,VVS1,59.9,62,4.23,4.28,2.55,504
3687,0.31,Very Good,E,SI1,58.3,60,4.48,4.51,2.62,544
3688,1,Fair,H,SI2,65.3,62,6.34,6.12,4.08,2818
3689,1.82,Premium,G,SI1,62.7,58,7.75,7.68,4.84,15162
3690,0.71,Very Good,H,SI1,62.4,58,5.67,5.7,3.55,2076
3691,0.3,Premium,G,VVS2,61.2,58,4.32,4.34,2.65,684
3692,1.02,Good,G,VS2,63.7,57,6.24,6.31,4,5943
3693,0.6,Fair,F,VVS2,60.1,66,5.48,5.44,3.28,2484
3694,1.21,Premium,J,SI2,60.9,60,6.82,6.78,4.14,4440
3695,0.4,Very Good,F,SI1,62.8,59,4.71,4.72,2.96,737
3696,0.57,Ideal,E,VS1,61.4,57,5.32,5.37,3.28,1965
3697,1.04,Fair,F,I1,65.4,60,6.39,6.3,4.15,2134
3698,0.53,Ideal,H,IF,62,54,5.22,5.27,3.25,1949
3699,1,Ideal,F,VS1,61.4,56,6.46,6.51,3.98,7177
3700,1.04,Good,F,VS2,63.7,58,6.34,6.43,4.07,6606
3701,0.31,Very Good,I,SI1,63.3,53,4.32,4.3,2.73,523
3702,0.3,Ideal,I,SI1,61.3,56,4.32,4.33,2.65,394
3703,0.8,Ideal,F,SI2,61.4,57,5.96,6,3.67,2761
3704,0.32,Ideal,F,VS1,61.1,57,4.42,4.45,2.71,652
3705,0.41,Ideal,G,VS2,62.4,54,4.78,4.81,2.99,827
3706,0.59,Ideal,F,VS2,62.9,55,5.39,5.32,3.37,1743
3707,1.4,Premium,D,SI2,61.8,54,7.21,7.16,4.44,8419
3708,0.61,Very Good,I,VS2,62.4,57,5.4,5.43,3.38,1572
3709,0.51,Good,E,SI1,63.9,54,5.05,5.09,3.24,1343
3710,1.01,Fair,F,SI2,67.3,62,6.09,6.03,4.08,3597
3711,0.62,Premium,G,I1,58.9,60,5.65,5.54,3.29,933
3712,0.74,Premium,E,SI2,62.2,57,5.79,5.77,3.59,2002
3713,0.73,Fair,I,VS1,55.9,66,6.11,6.01,3.39,2330
3714,2.01,Premium,H,SI1,62.7,59,8.08,8.03,5.05,17849
3715,0.55,Ideal,H,SI1,60.8,56,5.3,5.33,3.23,1584
3716,0.29,Very Good,F,VS1,63,55,4.24,4.27,2.68,504
3717,1,Good,G,VS1,63.7,60,6.38,6.31,4.04,4805
3718,0.4,Ideal,J,VS2,62.3,55,4.72,4.75,2.95,598
3719,0.34,Ideal,G,VS2,62.1,55,4.46,4.49,2.78,596
3720,0.29,Very Good,G,VS1,58.1,59,4.39,4.42,2.56,660
3721,0.59,Premium,G,VS2,61.1,57,5.43,5.4,3.31,1789
3722,0.9,Very Good,F,SI1,63.4,58,6.09,6.12,3.87,3950
3723,1.5,Very Good,H,VS1,63.4,56,7.29,7.25,4.61,10584
3724,1.31,Premium,E,SI2,61.2,60,7.02,6.93,4.27,5176
3725,1.51,Premium,G,VS1,62.2,58,7.29,7.35,4.55,14542
3726,0.71,Very Good,E,VS2,62.9,57,5.68,5.7,3.58,2964
3727,0.71,Premium,F,SI1,60.7,54,5.84,5.8,3.53,2809
3728,0.78,Very Good,G,VS2,62.6,58,5.81,5.89,3.66,3113
3729,1.24,Ideal,I,SI1,62,58,6.83,6.88,4.25,6232
3730,1.02,Ideal,F,VS1,61,56,6.54,6.5,3.98,7654
3731,0.32,Good,D,IF,57.8,56,4.55,4.65,2.66,1252
3732,1.15,Ideal,H,SI2,62.5,58,6.65,6.69,4.17,5306
3733,0.53,Ideal,I,VS2,62.1,54,5.2,5.24,3.24,1046
3734,0.9,Good,E,SI1,59.8,64,6.14,6.21,3.69,4229
3735,1.13,Ideal,D,VVS2,61.7,57,6.68,6.65,4.11,12261
3736,2.03,Premium,H,I1,59.4,59,8.31,8.22,4.91,7421
3737,1,Very Good,D,VS2,59.8,60,6.46,6.49,3.87,7281
3738,0.32,Ideal,E,IF,62.3,54,4.38,4.41,2.74,1018
3739,0.77,Very Good,J,VVS1,62.8,58,5.78,5.84,3.65,2532
3740,0.32,Ideal,H,VVS1,62.2,56,4.38,4.37,2.72,936
3741,0.3,Very Good,G,VS1,60.3,62,4.3,4.33,2.6,605
3742,0.35,Premium,D,SI1,60.9,58,4.55,4.52,2.76,827
3743,0.71,Ideal,D,VS1,61.5,58,5.75,5.77,3.54,3582
3744,1.09,Ideal,H,SI1,61.9,56,6.64,6.61,4.1,4871
3745,1.03,Ideal,H,SI1,59.7,55,6.6,6.64,3.95,4585
3746,0.51,Ideal,E,SI2,,56,5.12,5.14,3.18,1385
3747,1.51,Ideal,E,SI2,60.5,57,7.38,7.42,4.48,10935
3748,0.4,Very Good,E,VVS2,61.4,56,4.74,4.81,2.93,988
3749,0.24,Very Good,E,VVS2,58.5,59,4.04,4.09,2.38,552
3750,1.51,Very Good,J,SI1,60.6,57,7.38,7.46,4.5,7125
3751,1.37,Ideal,G,VS1,61.1,55,7.2,7.16,4.39,11009
3752,0.9,Good,F,SI1,63.9,59,6.09,6.06,3.88,3992
3753,0.72,Ideal,G,VVS2,61.3,56,5.76,5.8,3.54,3352
3754,0.3,Good,G,VVS2,63.5,56,4.29,4.34,2.74,684
3755,0.7,Good,D,SI2,58.2,63,5.78,5.83,3.38,2583
3756,0.57,Ideal,F,VS1,61.9,56,5.3,5.39,3.31,1949
3757,0.59,Ideal,G,VS2,62.1,57,5.36,5.39,3.34,1774
3758,0.4,Very Good,G,SI1,61.9,55,4.71,4.75,2.93,682
3759,0.51,Ideal,G,VVS2,61.5,57,5.13,5.18,3.17,1875
3760,0.41,Ideal,G,IF,61.7,56,4.78,4.81,2.96,1259
3761,1.13,Fair,H,I1,64.8,59,6.52,6.42,4.19,2968
3762,1.05,Ideal,E,VS1,62.1,56,6.57,6.48,4.05,9160
3763,1.13,Ideal,F,SI1,59.7,57,6.82,6.79,4.06,5342
3764,2.25,Very Good,J,SI2,58.4,63,8.6,8.65,5.04,13597
3765,0.3,Premium,F,VS1,61,58,4.36,4.33,2.65,731
3766,0.5,Very Good,E,VS2,62.9,59,5.06,5.09,3.19,1624
3767,0.83,Ideal,E,VS2,61.3,56,6.06,6.08,3.72,4271
3768,0.4,Ideal,G,VVS2,62.4,56,4.74,4.72,2.95,1050
3769,1.03,Very Good,D,SI1,62.5,59,6.45,6.48,4.04,5924
3770,1.01,Good,D,SI1,63.9,61,6.31,6.28,4.02,5147
3771,1.53,Premium,I,SI2,62.1,59,7.35,7.37,4.57,7539
3772,0.62,Premium,E,VS1,62.2,58,5.41,5.46,3.38,2196
3773,0.53,Ideal,F,SI1,60,57,5.3,5.27,3.17,1908
3774,1.74,Premium,G,VS1,61.7,58,7.78,7.69,4.77,17904
3775,0.3,Ideal,G,VS2,61.8,54,4.34,4.37,2.69,545
3776,0.73,Fair,H,VS2,65.9,55,5.68,5.64,3.74,2278
3777,0.7,Premium,G,SI2,61,58,5.75,5.72,3.5,1875
3778,0.32,Ideal,F,VS2,62.5,56,4.37,4.4,2.74,645
3779,0.61,Ideal,G,VS1,62.1,56,5.42,5.44,3.37,2167
